,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
1191,male,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),65.25,4478.85,0
1192,male,0,no,no,3,yes,no,fiber_optic,yes,no,no,yes,no,no,month_to_month,yes,mailed_check,82.3,214.4,0
1193,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,45.35,89.5,1
1194,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.05,20.05,0
1195,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,month_to_month,yes,mailed_check,57.95,1271.8,0
1196,male,0,yes,yes,50,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month_to_month,no,electronic_check,103.7,5071.05,1
1197,male,0,no,no,12,yes,no,dsl,no,no,no,yes,yes,no,one_year,yes,electronic_check,59.8,727.8,1
1198,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),91.15,6637.9,0
1199,female,0,no,no,9,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,79.55,723.4,1
1200,female,0,no,no,20,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.7,406.95,0
1201,female,0,no,no,39,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.7,762.45,0
1202,female,0,yes,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_(automatic),20.1,43.15,0
1203,female,0,yes,no,1,yes,no,dsl,no,no,no,no,yes,no,month_to_month,no,mailed_check,55.2,55.2,1
1204,female,0,yes,no,62,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),23.65,1416.75,0
1205,male,0,yes,yes,55,yes,no,dsl,no,no,yes,yes,no,no,two_year,yes,credit_card_(automatic),55.25,3119.9,0
1206,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.1,19.1,0
1207,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,45.6,45.6,0
1208,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,no,credit_card_(automatic),53.85,259.8,1
1209,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,mailed_check,45.85,45.85,0
1210,female,0,yes,yes,17,yes,no,dsl,yes,no,no,yes,no,no,month_to_month,yes,credit_card_(automatic),55.35,920.5,0
1211,male,1,yes,yes,66,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,no,credit_card_(automatic),79.4,5154.6,1
1212,male,0,yes,yes,47,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,yes,bank_transfer_(automatic),107.35,5118.95,1
1213,female,0,no,yes,18,yes,yes,dsl,yes,no,no,no,no,yes,month_to_month,no,electronic_check,64.8,1166.7,0
1214,male,1,yes,no,27,no,no_phone_service,dsl,yes,no,no,no,no,no,month_to_month,no,credit_card_(automatic),30.75,805.1,1
1215,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),44.9,44.9,1
1216,female,0,no,no,5,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,75.6,402.5,0
1217,male,1,yes,no,27,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,75.5,1893.95,1
1218,female,0,no,no,1,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,credit_card_(automatic),74.3,74.3,1
1219,female,1,no,no,56,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),104.75,5510.65,1
1220,female,0,yes,no,55,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month_to_month,yes,credit_card_(automatic),94.45,5073.1,0
1221,male,0,yes,no,20,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,mailed_check,89.0,1820.45,1
1222,female,0,yes,no,24,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,credit_card_(automatic),75.4,1747.85,1
1223,male,0,yes,yes,53,yes,yes,dsl,yes,no,yes,yes,yes,yes,month_to_month,no,electronic_check,85.7,4616.1,0
1224,male,0,yes,no,6,yes,no,fiber_optic,no,yes,yes,no,no,yes,month_to_month,yes,electronic_check,91.0,531.0,1
1225,male,0,no,no,30,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month_to_month,yes,credit_card_(automatic),94.3,2679.7,0
1226,female,0,no,no,41,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.75,806.95,0
1227,female,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),26.45,1914.5,0
1228,male,0,yes,yes,47,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.55,1160.45,0
1229,female,0,no,no,52,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),58.75,3038.55,0
1230,female,0,no,no,8,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,mailed_check,29.25,226.95,0
1231,female,0,yes,yes,61,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),61.45,3751.15,0
1232,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.65,19.65,0
1233,female,1,yes,no,32,yes,yes,fiber_optic,no,no,yes,no,no,no,month_to_month,no,mailed_check,79.3,2570.0,0
1234,female,0,yes,yes,61,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),115.1,7008.15,0
1235,female,1,yes,no,60,no,no_phone_service,dsl,no,yes,no,no,yes,yes,two_year,yes,credit_card_(automatic),49.45,2907.55,0
1236,male,1,yes,no,57,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,no,electronic_check,100.6,5746.15,1
1237,male,0,no,no,2,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,95.85,197.7,1
1238,male,0,yes,yes,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.9,454.0,0
1239,male,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,electronic_check,19.9,164.6,0
1240,female,0,no,no,48,yes,no,dsl,yes,yes,no,no,no,no,two_year,no,credit_card_(automatic),55.5,2627.35,0
1241,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_(automatic),20.05,20.05,1
1242,male,0,yes,no,49,yes,yes,dsl,yes,no,yes,yes,yes,yes,one_year,no,electronic_check,84.35,4059.35,1
1243,male,1,no,no,14,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,credit_card_(automatic),90.45,1266.1,1
1244,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month_to_month,yes,electronic_check,55.0,55.0,1
1245,female,1,no,no,52,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,month_to_month,no,credit_card_(automatic),108.1,5839.3,0
1246,female,0,no,no,47,yes,no,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,electronic_check,103.7,4730.6,0
1247,female,0,no,no,22,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,no,electronic_check,89.25,1907.85,1
1248,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.5,20.5,0
1249,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,yes,no,month_to_month,yes,electronic_check,64.35,352.65,0
1250,male,0,no,no,6,yes,no,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,electronic_check,84.85,523.5,1
1251,female,0,no,no,33,yes,yes,dsl,yes,yes,no,no,no,no,month_to_month,yes,mailed_check,60.9,2033.85,0
1252,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),88.7,6301.7,0
1253,female,1,no,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,89.3,89.3,1
1254,female,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,24.6,24.6,1
1255,male,0,yes,no,69,yes,no,dsl,yes,yes,no,no,no,no,one_year,yes,credit_card_(automatic),53.65,3804.4,0
1256,female,1,no,no,2,yes,no,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,bank_transfer_(automatic),83.8,163.7,0
1257,female,1,yes,no,29,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,bank_transfer_(automatic),99.05,2952.85,1
1258,female,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.2,123.65,0
1259,female,0,yes,no,48,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month_to_month,yes,credit_card_(automatic),105.1,5083.55,0
1260,female,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,50.1,50.1,0
1261,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),88.7,6501.35,0
1262,female,0,no,no,34,yes,yes,dsl,no,no,no,yes,yes,no,month_to_month,no,mailed_check,65.0,2157.5,0
1263,male,0,yes,yes,68,yes,yes,dsl,no,yes,yes,yes,no,yes,one_year,yes,bank_transfer_(automatic),75.8,5293.95,1
1264,male,1,yes,no,39,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month_to_month,yes,electronic_check,105.65,4284.8,1
1265,male,0,no,no,43,no,no_phone_service,dsl,yes,no,yes,no,no,no,one_year,yes,credit_card_(automatic),35.2,1463.7,0
1266,male,0,no,yes,10,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_(automatic),24.8,223.9,0
1267,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_(automatic),19.95,19.95,0
1268,female,0,yes,yes,71,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,two_year,no,bank_transfer_(automatic),100.5,7030.65,0
1269,male,0,yes,yes,47,yes,yes,dsl,no,yes,no,no,no,no,month_to_month,no,electronic_check,54.25,2538.2,0
1270,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,91.05,6293.75,0
1271,male,0,no,no,7,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,43.9,278.4,0
1272,female,1,no,no,14,yes,yes,fiber_optic,no,no,yes,no,no,no,month_to_month,yes,bank_transfer_(automatic),80.35,1058.1,0
1273,male,0,no,no,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.45,255.35,0
1274,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_(automatic),20.3,20.3,0
1275,female,0,yes,no,58,yes,no,dsl,yes,yes,no,no,yes,no,month_to_month,yes,credit_card_(automatic),65.25,3791.6,0
1276,male,0,yes,yes,29,yes,yes,fiber_optic,no,no,yes,no,no,yes,month_to_month,yes,electronic_check,89.2,2698.35,1
1277,female,0,yes,no,37,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,99.5,3762.0,1
1278,male,1,yes,no,32,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.9,2303.35,1
1279,female,0,no,no,7,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,79.3,523.15,1
1280,male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,no,electronic_check,79.6,79.6,1
1281,male,0,no,no,33,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,68.25,2171.15,1
1282,male,1,yes,no,55,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,113.6,6292.7,0
1283,male,0,yes,yes,25,yes,no,dsl,no,yes,yes,no,no,no,one_year,no,mailed_check,53.65,1355.45,0
1284,male,0,yes,no,1,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,80.55,80.55,1
1285,female,0,no,no,45,yes,no,dsl,yes,yes,no,yes,no,no,one_year,yes,credit_card_(automatic),62.55,2796.45,0
1286,female,0,yes,yes,55,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,credit_card_(automatic),20.0,1087.25,0
1287,male,0,no,yes,64,yes,no,fiber_optic,no,yes,no,yes,yes,yes,month_to_month,yes,credit_card_(automatic),99.15,6171.2,0
1288,female,0,no,no,4,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,24.45,86.6,1
1289,female,0,yes,yes,56,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),24.95,1468.9,0
1290,female,0,yes,no,20,yes,no,fiber_optic,no,no,yes,yes,no,no,month_to_month,yes,mailed_check,81.0,1683.7,0
1291,female,1,no,no,12,yes,yes,fiber_optic,no,yes,no,no,yes,no,month_to_month,yes,electronic_check,91.3,1094.5,1
1292,female,0,yes,yes,41,yes,no,dsl,no,yes,no,yes,no,yes,one_year,yes,bank_transfer_(automatic),66.5,2728.6,1
1293,male,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,electronic_check,20.2,55.7,0
1294,male,0,yes,no,30,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.7,587.1,0
1295,female,0,yes,no,71,no,no_phone_service,dsl,no,no,yes,yes,no,yes,two_year,yes,electronic_check,47.05,3263.6,0
1296,male,0,no,no,68,yes,yes,dsl,yes,yes,yes,no,no,yes,one_year,yes,credit_card_(automatic),76.9,5023.0,0
1297,male,0,yes,yes,12,yes,no,dsl,no,no,no,no,no,yes,one_year,no,credit_card_(automatic),53.65,696.35,1
1298,male,0,no,no,26,no,no_phone_service,dsl,no,no,yes,yes,no,no,month_to_month,no,electronic_check,35.75,1022.5,0
1299,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),92.65,6733.0,0
1300,female,0,yes,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.9,45.75,0
1301,female,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),64.45,4528.0,0
1302,female,0,no,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.25,229.7,0
1303,female,0,no,no,9,yes,no,dsl,yes,yes,no,no,yes,yes,month_to_month,yes,electronic_check,74.65,703.55,1
1304,female,0,yes,yes,24,yes,yes,dsl,yes,no,yes,no,yes,yes,two_year,no,credit_card_(automatic),78.6,1846.65,0
1305,female,0,yes,yes,42,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,credit_card_(automatic),77.95,3384.0,1
1306,male,0,no,yes,1,yes,yes,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,50.05,50.05,0
1307,female,1,no,no,23,yes,no,fiber_optic,no,yes,no,no,yes,yes,month_to_month,yes,electronic_check,94.75,2293.6,1
1308,male,0,no,no,17,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.1,279.5,0
1309,male,0,yes,no,44,yes,yes,fiber_optic,yes,no,yes,no,no,no,month_to_month,yes,credit_card_(automatic),84.8,3626.35,0
1310,male,0,no,no,3,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,25.1,79.8,0
1311,female,0,no,no,21,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,68.65,1493.2,0
1312,male,0,no,no,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),19.9,1355.1,0
1313,female,0,no,no,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),21.15,1419.4,0
1314,male,0,no,no,42,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.8,849.9,0
1315,female,0,no,no,42,yes,no,dsl,no,yes,no,no,no,no,month_to_month,yes,electronic_check,49.55,2077.95,0
1316,male,0,yes,yes,69,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,electronic_check,105.0,7297.75,0
1317,female,0,yes,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.85,739.35,0
1318,male,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,20.35,215.25,0
1319,female,1,yes,no,67,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,one_year,yes,credit_card_(automatic),105.4,7035.6,0
1320,male,0,no,no,25,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,84.8,2043.45,1
1321,male,0,yes,yes,13,yes,no,fiber_optic,yes,no,no,no,no,yes,month_to_month,no,electronic_check,84.05,1095.3,1
1322,female,1,no,no,45,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),102.15,4735.35,0
1323,female,0,yes,yes,27,yes,no,dsl,yes,yes,yes,yes,no,no,one_year,no,mailed_check,66.15,1874.45,0
1324,male,1,no,no,37,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,101.1,3744.05,1
1325,female,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,electronic_check,90.1,6310.9,0
1326,male,1,no,no,70,no,no_phone_service,dsl,no,no,no,no,yes,yes,one_year,yes,electronic_check,45.25,3264.45,1
1327,female,1,no,no,4,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.9,321.75,1
1328,female,1,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.6,69.6,1
1329,male,0,no,no,26,yes,no,fiber_optic,no,no,yes,yes,yes,yes,month_to_month,yes,electronic_check,98.65,2537.0,0
1330,male,0,no,no,45,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),112.2,5031.85,0
1331,male,0,yes,yes,53,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,105.25,5576.3,0
1332,male,0,yes,no,3,yes,no,dsl,no,no,yes,yes,no,no,month_to_month,yes,mailed_check,55.8,154.55,0
1333,male,0,yes,yes,47,no,no_phone_service,dsl,yes,no,yes,yes,no,no,one_year,no,electronic_check,40.3,1794.8,0
1334,female,1,yes,no,43,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month_to_month,yes,electronic_check,94.5,4156.8,0
1335,male,0,yes,yes,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),65.1,4754.3,0
1336,male,0,no,yes,23,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.8,465.45,0
1337,female,0,yes,yes,57,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.5,1167.6,0
1338,female,1,no,no,4,yes,yes,fiber_optic,no,no,yes,no,no,yes,month_to_month,yes,electronic_check,88.85,372.45,1
1339,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month_to_month,no,electronic_check,49.5,49.5,0
1340,male,0,no,no,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.4,609.1,0
1341,female,0,yes,no,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_(automatic),20.15,156.25,1
